#(carId,StartTime,RoadId...)
(16712,65,5052)
(16713,33,5081)
(16714,60,5081)
(16715,19,5094)
(16716,60,5025)
(16717,26,5022)
(16718,1,5059)
(16719,33,5092)
(16720,21,5086)
(16721,60,5054)
(16722,2,5054)
(16723,5,5067)
(16724,19,5006)
(16725,9,5008)
(16726,60,5025)
(16727,19,5035)
(16728,60,5069)
(16729,7,5012)
(16730,60,5035)
(16731,19,5093)
(16732,33,5095)
(16733,3,5040)
(16734,19,5038)
(16735,34,5063)
(16736,10,5002)
(16737,19,5083)
(16738,65,5050)
(16739,60,5003)
(16740,19,5090)
(16741,3,5010)
(16742,60,5037)
(16743,33,5028)
(16744,37,5097)
(16745,5,5004)
(16746,40,5077)
(16747,15,5022)
(16748,65,5004)
(16749,8,5048)
(16750,25,5004)
(16751,11,5001)
(16752,1,5064)
(16753,19,5054)
(16754,1,5027)
(16755,19,5065)
(16756,8,5064)
(16757,60,5059)
(16758,2,5088)
(16759,41,5004)
(16760,5,5011)
(16761,2,5068)
(16762,3,5050)
(16763,34,5039)
(16764,10,5002)
(16765,34,5050)
(16766,34,5035)
(16767,19,5027)
(16768,19,5037)
(16769,7,5040)
(16770,19,5092)
(16771,37,5052)
(16772,34,5081)
(16773,34,5003)
(16774,10,5096)
(16775,60,5014)
(16776,60,5054)
(16777,60,5062)
(16778,19,5044)
(16779,60,5093)
(16780,19,5051)
(16781,34,5095)
(16782,25,5004)
(16783,25,5004)
(16784,60,5048)
(16785,10,5092)
(16786,6,5064)
(16787,60,5029)
(16788,6,5066)
(16789,34,5027)
(16790,1,5083)
(16791,34,5003)
(16792,34,5096)
(16793,60,5078)
(16794,19,5007)
(16795,60,5064)
(16796,7,5081)
(16797,60,5054)
(16798,8,5038)
(16799,19,5038)
(16800,19,5091)
(16801,4,5083)
(16802,1,5067)
(16803,1,5027)
(16804,10,5000)
(16805,34,5064)
(16806,1,5094)
(16807,60,5062)
(16808,37,5097)
(16809,60,5078)
(16810,4,5067)
(16811,19,5066)
(16812,34,5024)
(16813,60,5088)
(16814,19,5038)
(16815,26,5022)
(16816,34,5066)
(16817,38,5022)
(16818,34,5039)
(16819,60,5008)
(16820,60,5013)
(16821,7,5009)
(16822,73,5097)
(16823,7,5097)
(16824,5,5001)
(16825,34,5093)
(16826,2,5088)
(16827,1,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074,5075)
(16828,60,5083)
(16829,19,5078)
(16830,34,5088)
(16831,19,5094)
(16832,41,5077)
(16833,19,5028)
(16834,19,5008)
(16835,60,5000)
(16836,60,5001)
(16837,34,5095)
(16838,26,5022)
(16839,60,5005)
(16840,19,5027)
(16841,34,5011)
(16842,5,5006)
(16843,19,5006)
(16844,19,5065)
(16845,60,5066)
(16846,34,5027)
(16847,41,5023)
(16848,34,5091)
(16849,19,5093)
(16850,19,5092)
(16851,1,5041)
(16852,34,5037)
(16853,34,5081)
(16854,60,5013)
(16855,6,5093)
(16856,62,5055)
(16857,60,5091)
(16858,1,5040)
(16859,4,5091)
(16860,8,5035)
(16861,60,5091)
(16862,25,5052)
(16863,60,5093)
(16864,19,5063)
(16865,37,5082)
(16866,34,5048)
(16867,19,5007)
(16868,60,5091)
(16869,1,5068)
(16870,34,5005)
(16871,19,5062)
(16872,7,5092)
(16873,60,5096)
(16874,34,5007)
(16875,65,5004)
(16876,36,5007,5022,5035,5041,5042,5043,5051,5058,5059,5060)
(16877,2,5082)
(16878,39,5022)
(16879,62,5055)
(16880,60,5000)
(16881,35,5002)
(16882,34,5009)
(16883,1,5007)
(16884,60,5054)
(16885,6,5097)
(16886,37,5079)
(16887,8,5024)
(16888,34,5083)
(16889,34,5006)
(16890,4,5054)
(16891,19,5027)
(16892,19,5092)
(16893,60,5037)
(16894,34,5024)
(16895,60,5006)
(16896,60,5093)
(16897,60,5069)
(16898,34,5096)
(16899,5,5066)
(16900,1,5091)
(16901,60,5065)
(16902,34,5083)
(16903,4,5046)
(16904,37,5082)
(16905,60,5096)
(16906,6,5041)
(16907,34,5037)
(16908,1,5004)
(16909,34,5051)
(16910,60,5088)
(16911,34,5011)
(16912,2,5028)
(16913,7,5002)
(16914,37,5052)
(16915,37,5041)
(16916,60,5049)
(16917,26,5022)
(16918,60,5064)
(16919,25,5052)
(16920,4,5090)
(16921,34,5012)
(16922,34,5086)
(16923,20,5097)
(16924,7,5092)
(16925,34,5009)
(16926,60,5048)
(16927,34,5028)
(16928,4,5039)
(16929,60,5059)
(16930,20,5039)
(16931,34,5065)
(16932,20,5001)
(16933,20,5002)
(16934,34,5063)
(16935,5,5014)
(16936,60,5011)
(16937,34,5001)
(16938,34,5067)
(16939,42,5022)
(16940,60,5035)
(16941,21,5086)
(16942,1,5038)
(16943,34,5083)
(16944,34,5000)
(16945,1,5081)
(16946,20,5041)
(16947,20,5024)
(16948,34,5094)
(16949,1,5029)
(16950,5,5078)
(16951,5,5055)
(16952,1,5022)
(16953,8,5049)
(16954,69,5079)
(16955,34,5007)
(16956,4,5059)
(16957,20,5059)
(16958,5,5055)
(16959,20,5050)
(16960,70,5041)
(16961,1,5003)
(16962,60,5095)
(16963,20,5027)
(16964,69,5079)
(16965,76,5086)
(16966,9,5096)
(16967,20,5041)
(16968,5,5046)
(16969,20,5048)
(16970,20,5095)
(16971,10,5051)
(16972,34,5046)
(16973,1,5068)
(16974,60,5059)
(16975,1,5012)
(16976,34,5032)
(16977,8,5025)
(16978,20,5009)
(16979,20,5007)
(16980,20,5014)
(16981,1,5014)
(16982,60,5010)
(16983,7,5046)
(16984,34,5028)
(16985,7,5079)
(16986,7,5067)
(16987,3,5050)
(16988,3,5095)
(16989,25,5023)
(16990,34,5035)
(16991,4,5008)
(16992,34,5039)
(16993,6,5094)
(16994,34,5090)
(16995,10,5054)
(16996,60,5044)
(16997,34,5078)
(16998,60,5028)
(16999,34,5005)
(17000,37,5052)
(17001,60,5007)
(17002,2,5065)
(17003,20,5094)
(17004,67,5063)
(17005,20,5035)
(17006,20,5062)
(17007,1,5041)
(17008,1,5062)
(17009,1,5038)
(17010,34,5055)
(17011,34,5005)
(17012,62,5046)
(17013,1,5046)
(17014,36,5063)
(17015,25,5004)
(17016,61,5095)
(17017,15,5022)
(17018,20,5088)
(17019,1,5010)
(17020,76,5086)
(17021,34,5083)
(17022,61,5093)
(17023,20,5081)
(17024,63,5046)
(17025,34,5093)
(17026,43,5077)
(17027,3,5054)
(17028,6,5088)
(17029,34,5003)
(17030,20,5006)
(17031,8,5041)
(17032,10,5059)
(17033,3,5000)
(17034,1,5079)
(17035,61,5032)
(17036,1,5000)
(17037,20,5067)
(17038,7,5040)
(17039,34,5038)
(17040,34,5025)
(17041,61,5092)
(17042,11,5001)
(17043,66,5050)
(17044,34,5049)
(17045,2,5083)
(17046,1,5051)
(17047,61,5065)
(17048,34,5009)
(17049,6,5093)
(17050,61,5003)
(17051,61,5013)
(17052,20,5091)
(17053,61,5069)
(17054,20,5066)
(17055,1,5000)
(17056,61,5007)
(17057,9,5065)
(17058,1,5081)
(17059,34,5044)
(17060,72,5022)
(17061,1,5044)
(17062,34,5050)
(17063,61,5081)
(17064,61,5001)
(17065,34,5008)
(17066,1,5044)
(17067,34,5044)
(17068,8,5062)
(17069,67,5063)
(17070,2,5065)
(17071,3,5005)
(17072,34,5039)
(17073,61,5062)
(17074,77,5086)
(17075,20,5040)
(17076,20,5006)
(17077,34,5048)
(17078,63,5012)
(17079,37,5082)
(17080,61,5048)
(17081,25,5052)
(17082,34,5069)
(17083,61,5011)
(17084,1,5086)
(17085,34,5027)
(17086,61,5092)
(17087,1,5095)
(17088,35,5050)
(17089,8,5059)
(17090,34,5040)
(17091,61,5081)
(17092,8,5032)
(17093,9,5091)
(17094,38,5041)
(17095,61,5038)
(17096,27,5022)
(17097,20,5040)
(17098,37,5097)
(17099,61,5009)
(17100,20,5044)
(17101,20,5078)
(17102,34,5054)
(17103,4,5011)
(17104,61,5027)
(17105,20,5091)
(17106,37,5079)
(17107,20,5000)
(17108,67,5063)
(17109,20,5065)
(17110,4,5032)
(17111,41,5023)
(17112,34,5038)
(17113,64,5046)
(17114,5,5059)
(17115,20,5064)
(17116,20,5014)
(17117,61,5095)
(17118,61,5006)
(17119,7,5012)
(17120,61,5068)
(17121,20,5039)
(17122,63,5055)
(17123,1,5022)
(17124,4,5096)
(17125,20,5009)
(17126,20,5088)
(17127,7,5014)
(17128,34,5049)
(17129,20,5054)
(17130,1,5007)
(17131,20,5067)
(17132,20,5041)
(17133,20,5002)
(17134,5,5069)
(17135,20,5094)
(17136,34,5078)
(17137,34,5059)
(17138,20,5024)
(17139,9,5079)
(17140,20,5044)
(17141,34,5092)
(17142,1,5039)
(17143,7,5088)
(17144,34,5083)
(17145,22,5046)
(17146,34,5065)
(17147,9,5004)
(17148,34,5096)
(17149,35,5050)
(17150,72,5022)
(17151,1,5029)
(17152,20,5011)
(17153,20,5002)
(17154,61,5051)
(17155,20,5096)
(17156,1,5049)
(17157,61,5039)
(17158,61,5032)
(17159,6,5059)
(17160,61,5094)
(17161,34,5067)
(17162,61,5029)
(17163,36,5050)
(17164,38,5041)
(17165,20,5090)
(17166,20,5059)
(17167,9,5097)
(17168,35,5094)
(17169,1,5008)
(17170,10,5002)
(17171,72,5022)
(17172,20,5063)
(17173,3,5051)
(17174,61,5029)
(17175,35,5093)
(17176,42,5022)
(17177,35,5066)
(17178,61,5044)
(17179,20,5068)
(17180,1,5007)
(17181,20,5037)
(17182,1,5091)
(17183,5,5092)
(17184,61,5005)
(17185,25,5052)
(17186,61,5010)
(17187,20,5082)
(17188,9,5013)
(17189,35,5005)
(17190,5,5083)
(17191,27,5022)
(17192,3,5091)
(17193,25,5004)
(17194,20,5039)
(17195,2,5064)
(17196,61,5059)
(17197,10,5037)
(17198,35,5008)
(17199,72,5063)
(17200,20,5066)
(17201,20,5011)
(17202,20,5078)
(17203,35,5040)
(17204,20,5055)
(17205,61,5001)
(17206,20,5069)
(17207,20,5028)
(17208,20,5066)
(17209,20,5006)
(17210,61,5065)
(17211,9,5028)
(17212,61,5007)
(17213,35,5067)
(17214,20,5069)
(17215,35,5001)
(17216,72,5022)
(17217,61,5044)
(17218,20,5067)
(17219,7,5086)
(17220,61,5003)
(17221,2,5067)
(17222,61,5032)
(17223,5,5004)
(17224,5,5001)
(17225,61,5090)
(17226,61,5013)
(17227,20,5082)
(17228,4,5012)
(17229,1,5008)
(17230,61,5093)
(17231,69,5079)
(17232,20,5008)
(17233,20,5000)
(17234,20,5054)
(17235,9,5025)
(17236,20,5088)
(17237,20,5097)
(17238,5,5095)
(17239,35,5003)
(17240,61,5069)
(17241,35,5040)
(17242,35,5067)
(17243,6,5035)
(17244,20,5094)
(17245,35,5048)
(17246,20,5081)
(17247,6,5092)
(17248,37,5052)
(17249,65,5052)
(17250,7,5096)
(17251,72,5063)
(17252,1,5059)
(17253,20,5039)
(17254,20,5082)
(17255,20,5048)
(17256,2,5035)
(17257,9,5050)
(17258,6,5051)
(17259,5,5024)
(17260,35,5093)
(17261,73,5097)
(17262,65,5023)
(17263,10,5077)
(17264,37,5050)
(17265,5,5050)
(17266,10,5078)
(17267,2,5009)
(17268,37,5097)
(17269,20,5009)
(17270,11,5079)
(17271,43,5077)
(17272,20,5037)
(17273,35,5093)
(17274,35,5007)
(17275,62,5064)
(17276,7,5035)
(17277,22,5086)
(17278,35,5010)
(17279,62,5083)
(17280,3,5050)
(17281,20,5093)
(17282,20,5008)
(17283,20,5008)
(17284,62,5065)
(17285,10,5027)
(17286,2,5065)
(17287,10,5012)
(17288,27,5022)
(17289,42,5022)
(17290,70,5077)
(17291,35,5094)
(17292,62,5005)
(17293,44,5077)
(17294,62,5049)
(17295,62,5092)
(17296,10,5041)
(17297,4,5024)
(17298,8,5094)
(17299,62,5027)
(17300,8,5024)
(17301,41,5004)
(17302,39,5079)
(17303,20,5011)
(17304,35,5081)
(17305,62,5068)
(17306,62,5094)
(17307,73,5097)
(17308,8,5046)
(17309,20,5090)
(17310,3,5093)
(17311,11,5079)
(17312,7,5079)
(17313,35,5096)
(17314,6,5067)
(17315,62,5068)
(17316,35,5035)
(17317,73,5063)
(17318,20,5051)
(17319,4,5039)
(17320,20,5037)
(17321,20,5012)
(17322,8,5010)
(17323,36,5063)
(17324,36,5064)
(17325,7,5082)
(17326,1,5025)
(17327,1,5011)
(17328,36,5001)
(17329,1,5025)
(17330,20,5009)
(17331,9,5077)
(17332,63,5055)
(17333,64,5055)
(17334,20,5083)
(17335,20,5007)
(17336,62,5040)
(17337,3,5096)
(17338,36,5083)
(17339,5,5032)
(17340,36,5095)
(17341,22,5046)
(17342,41,5023)
(17343,1,5083)
(17344,62,5005)
(17345,62,5069)
(17346,7,5050)
(17347,5,5005)
(17348,62,5002)
(17349,62,5007)
(17350,20,5082)
(17351,20,5039)
(17352,20,5001)
(17353,20,5044)
(17354,62,5014)
(17355,62,5035)
(17356,36,5038)
(17357,36,5005)
(17358,20,5007)
(17359,62,5092)
(17360,77,5086)
(17361,9,5095)
(17362,11,5046)
(17363,36,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100)
(17364,20,5041)
(17365,20,5006)
(17366,36,5005)
(17367,62,5068)
(17368,22,5046)
(17369,20,5038)
(17370,36,5078)
(17371,9,5010)
(17372,20,5014)
(17373,73,5063)
(17374,72,5077)
(17375,1,5069)
(17376,20,5000)
(17377,63,5013)
(17378,36,5027)
(17379,36,5005)
(17380,63,5027)
(17381,36,5039)
(17382,20,5082)
(17383,40,5079)
(17384,20,5029)
(17385,63,5083)
(17386,7,5050)
(17387,36,5086)
(17388,20,5065)
(17389,3,5039)
(17390,63,5025)
(17391,1,5014)
(17392,20,5029)
(17393,20,5093)
(17394,36,5066)
(17395,6,5094)
(17396,36,5088)
(17397,63,5001)
(17398,20,5007)
(17399,20,5069)
(17400,2,5025)
(17401,1,5077)
(17402,1,5028)
(17403,36,5008)
(17404,63,5009)
(17405,25,5023)
(17406,10,5029)
(17407,41,5023)
(17408,21,5063)
(17409,4,5014)
(17410,8,5010)
(17411,36,5065)
(17412,9,5009)
(17413,21,5007,5022,5035,5048,5056,5057)
(17414,21,5007)
(17415,6,5010)
(17416,21,5094)
(17417,1,5088)
(17418,36,5051)
(17419,21,5064)
(17420,36,5048)
(17421,21,5063)
(17422,21,5011)
(17423,15,5022)
(17424,37,5082)
(17425,36,5014)
(17426,63,5049)
(17427,36,5096)
(17428,21,5088)
(17429,10,5013)
(17430,5,5013)
(17431,1,5095)
(17432,63,5092)
(17433,36,5040)
(17434,36,5025)
(17435,5,5077)
(17436,21,5094)
(17437,63,5007)
(17438,4,5008)
(17439,2,5065)
(17440,63,5024)
(17441,21,5038)
(17442,10,5081)
(17443,63,5065)
(17444,8,5092)
(17445,15,5022)
(17446,36,5044)
(17447,63,5064)
(17448,36,5009)
(17449,5,5091)
(17450,2,5041)
(17451,12,5086)
(17452,1,5064)
(17453,36,5037)
(17454,6,5091)
(17455,10,5067)
(17456,1,5092)
(17457,21,5027)
(17458,21,5083)
(17459,36,5090)
(17460,13,5023)
(17461,21,5037)
(17462,13,5007,5022,5035,5048,5062,5070,5071,5072)
(17463,63,5008)
(17464,21,5008)
(17465,22,5046)
(17466,21,5095)
(17467,36,5005)
(17468,21,5096)
(17469,63,5081)
(17470,8,5044)
(17471,36,5078)
(17472,4,5002)
(17473,36,5069)
(17474,36,5027)
(17475,8,5011)
(17476,63,5078)
(17477,1,5040)
(17478,21,5078)
(17479,63,5012)
(17480,36,5078)
(17481,4,5009)
(17482,21,5010)
(17483,21,5062)
(17484,63,5013)
(17485,36,5013)
(17486,9,5008)
(17487,36,5093)
(17488,63,5064)
(17489,7,5024)
(17490,63,5081)
(17491,36,5086)
(17492,63,5038)
(17493,21,5000)
(17494,1,5024)
(17495,1,5029)
(17496,63,5051)
(17497,36,5096)
(17498,1,5032)
(17499,73,5063)
(17500,5,5005)
(17501,21,5064)
(17502,63,5054)
(17503,36,5096)
(17504,11,5079)
(17505,63,5069)
(17506,1,5092)
(17507,63,5028)
(17508,21,5013)
(17509,41,5004)
(17510,10,5039)
(17511,63,5081)
(17512,21,5055)
(17513,21,5032)
(17514,36,5088)
(17515,63,5078)
(17516,11,5001)
(17517,1,5005)
(17518,36,5064)
(17519,36,5064)
(17520,63,5006)
(17521,36,5065)
(17522,63,5044)
(17523,21,5068)
(17524,9,5064)
(17525,36,5001)
(17526,8,5032)
(17527,36,5028)
(17528,1,5095)
(17529,6,5037)
(17530,63,5001)
(17531,36,5040)
(17532,63,5083)
(17533,63,5007,5022,5035,5048,5062,5070,5071,5072)
(17534,36,5095)
(17535,37,5052)
(17536,21,5039)
(17537,1,5011)
(17538,36,5095)
(17539,3,5091)
(17540,7,5067)
(17541,66,5050)
(17542,41,5004)
(17543,73,5097)
(17544,36,5006)
(17545,63,5038)
(17546,63,5066)
(17547,1,5065)
(17548,2,5029)
(17549,5,5095)
(17550,13,5023)
(17551,36,5090)
(17552,63,5002)
(17553,36,5051)
(17554,1,5092)
(17555,8,5081)
(17556,36,5066)
(17557,36,5083)
(17558,10,5059)
(17559,36,5006)
(17560,36,5093)
(17561,7,5011)
(17562,11,5001)
(17563,36,5007,5022,5035,5048,5062,5077,5084)
(17564,40,5079)
(17565,1,5013)
(17566,9,5037)
(17567,63,5035)
(17568,10,5088)
(17569,8,5067)
(17570,21,5007)
(17571,70,5041)
(17572,21,5055)
(17573,36,5078)
(17574,4,5051)
(17575,36,5035)
(17576,36,5039)
(17577,36,5037)
(17578,63,5066)
(17579,41,5023)
(17580,36,5001)
(17581,21,5065)
(17582,36,5078)
(17583,63,5081)
(17584,10,5007)
(17585,2,5027)
(17586,13,5023)
(17587,21,5008)
(17588,1,5008)
(17589,36,5024)
(17590,63,5095)
(17591,36,5081)
(17592,73,5063)
(17593,65,5012)
(17594,9,5090)
(17595,36,5002)
(17596,21,5014)
(17597,63,5011)
(17598,63,5011)
(17599,22,5077)
(17600,63,5025)
(17601,63,5013)
(17602,9,5004)
(17603,10,5051)
(17604,36,5049)
(17605,25,5023)
(17606,21,5081)
(17607,10,5013)
(17608,63,5044)
(17609,37,5063)
(17610,21,5095)
(17611,21,5079)
(17612,65,5055)
(17613,4,5012)
(17614,13,5007,5022,5035,5048,5062,5070,5071,5072,5073)
(17615,21,5009)
(17616,21,5083)
(17617,9,5091)
(17618,21,5050)
(17619,2,5038)
(17620,6,5014)
(17621,36,5092)
(17622,63,5035)
(17623,22,5086)
(17624,21,5088)
(17625,36,5065)
(17626,63,5037)
(17627,37,5063)
(17628,36,5051)
(17629,10,5091)
(17630,63,5095)
(17631,7,5078)
(17632,9,5028)
(17633,21,5065)
(17634,63,5007,5022,5035,5048,5062,5077,5084,5085,5086)
(17635,3,5000)
(17636,9,5003)
(17637,63,5001)
(17638,42,5022)
(17639,36,5046)
(17640,5,5004)
(17641,1,5029)
(17642,36,5086)
(17643,36,5005)
(17644,63,5024)
(17645,36,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100,5101)
(17646,21,5035)
(17647,21,5081)
(17648,36,5010)
(17649,1,5048)
(17650,36,5069)
(17651,36,5001)
(17652,63,5038)
(17653,40,5079)
(17654,36,5081)
(17655,74,5041)
(17656,63,5009)
(17657,69,5023)
(17658,25,5052)
(17659,63,5048)
(17660,21,5039)
(17661,8,5037)
(17662,36,5088)
(17663,9,5024)
(17664,63,5067)
(17665,63,5064)
(17666,7,5094)
(17667,38,5041)
(17668,3,5063)
(17669,63,5081)
(17670,21,5027)
(17671,63,5011)
(17672,63,5044)
(17673,1,5082)
(17674,36,5055)
(17675,36,5094)
(17676,3,5065)
(17677,72,5022)
(17678,21,5055)
(17679,6,5093)
(17680,64,5025)
(17681,21,5037)
(17682,21,5069)
(17683,36,5037)
(17684,21,5037)
(17685,64,5039)
(17686,7,5049)
(17687,64,5059)
(17688,11,5046)
(17689,22,5086)
(17690,37,5097)
(17691,1,5009)
(17692,4,5041)
(17693,1,5096)
(17694,64,5024)
(17695,75,5097)
(17696,1,5011)
(17697,64,5024)
(17698,36,5044)
(17699,1,5009)
(17700,1,5091)
(17701,21,5055)
(17702,36,5003)
(17703,36,5000)
(17704,66,5055)
(17705,68,5050)
(17706,1,5077)
(17707,1,5050)
(17708,10,5032)
(17709,64,5009)
(17710,36,5095)
(17711,8,5038)
(17712,21,5059)
(17713,21,5007,5022,5035,5048,5062,5077,5084)
(17714,3,5069)
(17715,6,5037)
(17716,78,5063)
(17717,9,5004)
(17718,36,5054)
(17719,21,5025)
(17720,64,5049)
(17721,21,5024)
(17722,21,5059)
(17723,36,5051)
(17724,64,5001)
(17725,21,5024)
(17726,40,5079)
(17727,37,5092)
(17728,64,5009)
(17729,21,5008)
(17730,3,5091)
(17731,21,5001)
(17732,64,5032)
(17733,9,5004)
(17734,64,5024)
(17735,6,5063)
(17736,21,5081)
(17737,64,5027)
(17738,1,5008)
(17739,22,5077)
(17740,37,5066)
(17741,64,5090)
(17742,3,5090)
(17743,11,5079)
(17744,1,5093)
(17745,37,5051)
(17746,2,5037)
(17747,9,5010)
(17748,13,5052)
(17749,21,5011)
(17750,25,5023)
(17751,6,5027)
(17752,64,5037)
(17753,37,5093)
(17754,6,5093)
(17755,21,5078)
(17756,37,5024)
(17757,40,5082)
(17758,37,5008)
(17759,64,5062)
(17760,21,5064)
(17761,10,5088)
(17762,37,5035)
(17763,7,5013)
(17764,1,5022)
(17765,21,5097)
(17766,1,5051)
(17767,13,5007,5022,5035,5048,5062,5077,5084)
(17768,37,5078)
(17769,9,5054)
(17770,8,5025)
(17771,2,5059)
(17772,29,5023)
(17773,40,5097)
(17774,37,5067)
(17775,64,5096)
(17776,64,5010)
(17777,73,5022)
(17778,21,5024)
(17779,21,5078)
(17780,9,5050)
(17781,1,5096)
(17782,10,5002)
(17783,6,5014)
(17784,65,5032)
(17785,15,5022)
(17786,37,5067)
(17787,65,5039)
(17788,3,5009)
(17789,37,5005)
(17790,21,5005)
(17791,37,5069)
(17792,37,5010)
(17793,37,5065)
(17794,21,5011)
(17795,6,5088)
(17796,21,5093)
(17797,37,5065)
(17798,37,5024)
(17799,21,5037)
(17800,65,5025)
(17801,65,5088)
(17802,6,5054)
(17803,21,5092)
(17804,37,5092)
(17805,21,5081)
(17806,37,5054)
(17807,37,5088)
(17808,3,5097)
(17809,65,5052)
(17810,65,5081)
(17811,21,5002)
(17812,10,5049)
(17813,65,5035)
(17814,4,5077)
(17815,6,5062)
(17816,4,5067)
(17817,38,5041)
(17818,5,5090)
(17819,39,5041)
(17820,65,5006)
(17821,37,5083)
(17822,21,5028)
(17823,3,5050)
(17824,21,5051)
(17825,69,5055)
(17826,1,5064)
(17827,37,5001)
(17828,65,5062)
(17829,21,5065)
(17830,37,5054)
(17831,65,5005)
(17832,1,5046)
(17833,37,5096)
(17834,2,5013)
(17835,6,5009)
(17836,1,5081)
(17837,21,5081)
(17838,21,5090)
(17839,7,5068)
(17840,37,5078)
(17841,8,5067)
(17842,65,5009)
(17843,65,5046)
(17844,65,5082)
(17845,11,5079)
(17846,37,5014)
(17847,1,5011)
(17848,66,5012)
(17849,37,5003)
(17850,21,5097)
(17851,65,5005)
(17852,37,5007)
(17853,9,5082)
(17854,6,5068)
(17855,9,5066)
(17856,6,5039)
(17857,37,5039)
(17858,7,5003)
(17859,76,5022)
(17860,2,5066)
(17861,8,5046)
(17862,10,5041)
(17863,65,5008)
(17864,1,5046)
(17865,41,5041)
(17866,65,5095)
(17867,5,5064)
(17868,65,5066)
(17869,4,5054)
(17870,65,5002)
(17871,65,5044)
(17872,21,5028)
(17873,21,5013)
(17874,37,5013)
(17875,3,5082)
(17876,4,5049)
(17877,21,5032)
(17878,1,5083)
(17879,21,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074,5082)
(17880,21,5028)
(17881,7,5040)
(17882,79,5097)
(17883,37,5000)
(17884,1,5006)
(17885,65,5006)
(17886,27,5022)
(17887,37,5007)
(17888,1,5040)
(17889,21,5012)
(17890,1,5032)
(17891,21,5091)
(17892,10,5005)
(17893,37,5090)
(17894,1,5009)
(17895,22,5077)
(17896,37,5092)
(17897,21,5012)
(17898,65,5062)
(17899,5,5029)
(17900,65,5068)
(17901,37,5040)
(17902,37,5012)
(17903,65,5007,5022,5035,5041,5042,5043,5051,5058,5059,5060,5061)
(17904,72,5077)
(17905,21,5008)
(17906,2,5028)
(17907,74,5041)
(17908,69,5055)
(17909,1,5037)
(17910,37,5012)
(17911,37,5002)
(17912,1,5048)
(17913,5,5001)
(17914,21,5011)
(17915,21,5035)
(17916,5,5027)
(17917,65,5032)
(17918,37,5048)
(17919,37,5068)
(17920,65,5049)
(17921,10,5063)
(17922,1,5059)
(17923,7,5044)
(17924,65,5007)
(17925,65,5038)
(17926,2,5069)
(17927,65,5095)
(17928,41,5052)
(17929,65,5035)
(17930,1,5088)
(17931,2,5010)
(17932,1,5059)
(17933,65,5000)
(17934,37,5000)
(17935,8,5078)
(17936,42,5022)
(17937,65,5078)
(17938,37,5059)
(17939,21,5035)
(17940,9,5094)
(17941,37,5050)
(17942,65,5001)
(17943,21,5035)
(17944,1,5079)
(17945,21,5007)
(17946,37,5037)
(17947,21,5092)
(17948,7,5054)
(17949,37,5029)
(17950,37,5088)
(17951,21,5088)
(17952,41,5041)
(17953,37,5095)
(17954,37,5095)
(17955,65,5001)
(17956,13,5046)
(17957,76,5022)
(17958,69,5055)
(17959,5,5008)
(17960,65,5065)
(17961,65,5014)
(17962,73,5077)
(17963,65,5000)
(17964,17,5022)
(17965,21,5050)
(17966,21,5065)
(17967,65,5096)
(17968,65,5028)
(17969,8,5097)
(17970,77,5086)
(17971,17,5022)
(17972,6,5069)
(17973,8,5066)
(17974,1,5068)
(17975,65,5095)
(17976,1,5009)
(17977,65,5094)
(17978,1,5014)
(17979,5,5078)
(17980,21,5097)
(17981,7,5006)
(17982,24,5077)
(17983,3,5006)
(17984,21,5014)
(17985,8,5025)
(17986,37,5049)
(17987,37,5012)
(17988,12,5086)
(17989,1,5037)
(17990,6,5044)
(17991,65,5029)
(17992,1,5027)
(17993,44,5077)
(17994,21,5024)
(17995,4,5083)
(17996,65,5090)
(17997,21,5044)
(17998,37,5007)
(17999,1,5027)
(18000,7,5011)
(18001,70,5055)
(18002,65,5032)
(18003,65,5024)
(18004,74,5041)
(18005,8,5063)
(18006,65,5028)
(18007,65,5049)
(18008,42,5022)
(18009,21,5079)
(18010,44,5077)
(18011,17,5022)
(18012,37,5068)
(18013,65,5081)
(18014,65,5092)
(18015,37,5088)
(18016,2,5007)
(18017,65,5049)
(18018,17,5022)
(18019,65,5092)
(18020,65,5082)
(18021,65,5027)
(18022,1,5037)
(18023,37,5055)
(18024,4,5067)
(18025,65,5069)
(18026,9,5092)
(18027,4,5083)
(18028,40,5082)
(18029,44,5022)
(18030,37,5066)
(18031,21,5059)
(18032,4,5012)
(18033,70,5055)
(18034,41,5023)
(18035,21,5009)
(18036,37,5095)
(18037,21,5037)
(18038,21,5014)
(18039,37,5092)
(18040,37,5051)
(18041,71,5055)
(18042,37,5049)
(18043,21,5065)
(18044,9,5050)
(18045,37,5054)
(18046,65,5078)
(18047,21,5011)
(18048,37,5013)
(18049,21,5081)
(18050,21,5005)
(18051,21,5037)
(18052,9,5004)
(18053,22,5055)
(18054,68,5050)
(18055,37,5092)
(18056,21,5040)
(18057,21,5005)
(18058,21,5091)
(18059,11,5050)
(18060,5,5062)
(18061,65,5090)
(18062,1,5064)
(18063,78,5086)
(18064,41,5079)
(18065,11,5002)
(18066,65,5096)
(18067,1,5062)
(18068,9,5054)
(18069,65,5004)
(18070,21,5027)
(18071,1,5079)
(18072,12,5086)
(18073,37,5006)
(18074,65,5032)
(18075,1,5052)
(18076,21,5007)
